018|20190723|0000|
01|04|ОВЦЫ И КОЗЫ ЖИВЫЕ|01.01.2007|31.12.2009|
01|04|ОВЦЫ И КОЗЫ ЖИВЫЕ|01.01.2010|31.12.2011|
01|04|ОВЦЫ И КОЗЫ ЖИВЫЕ:|01.01.2012|22.08.2012|
01|04|ОВЦЫ И КОЗЫ ЖИВЫЕ|23.08.2012|31.12.2016|
01|04|ОВЦЫ И КОЗЫ ЖИВЫЕ|01.01.2017||
01|05|ДОМАШНЯЯ ПТИЦА ЖИВАЯ, ТО ЕСТЬ КУРЫ ДОМАШНИЕ (GALLUS DOMESTICUS), УТКИ, ГУСИ, ИНДЕЙКИ И ЦЕСАРКИ|01.01.2002|31.12.2006|
01|05|ДОМАШНЯЯ ПТИЦА ЖИВАЯ, ТО ЕСТЬ КУРЫ ДОМАШНИЕ (GALLUS DOMESTICUS), УТКИ, ГУСИ, ИНДЕЙКИ И ЦЕСАРКИ|01.01.2007|31.12.2009|
01|05|ДОМАШНЯЯ ПТИЦА ЖИВАЯ, ТО ЕСТЬ КУРЫ ДОМАШНИЕ (GALLUS DOMESTICUS), УТКИ, ГУСИ, ИНДЕЙКИ И ЦЕСАРКИ|01.01.2010|31.12.2011|
01|05|ДОМАШНЯЯ ПТИЦА ЖИВАЯ, ТО ЕСТЬ КУРЫ ДОМАШНИЕ (GALLUS DOMESTICUS), УТКИ, ГУСИ, ИНДЕЙКИ И ЦЕСАРКИ:|01.01.2012|22.08.2012|
01|05|ДОМАШНЯЯ ПТИЦА ЖИВАЯ, ТО ЕСТЬ КУРЫ ДОМАШНИЕ (GALLUS DOMESTICUS), УТКИ, ГУСИ, ИНДЕЙКИ И ЦЕСАРКИ|23.08.2012|31.12.2016|
01|05|ДОМАШНЯЯ ПТИЦА ЖИВАЯ, ТО ЕСТЬ КУРЫ ДОМАШНИЕ (GALLUS DOMESTICUS), УТКИ, ГУСИ, ИНДЕЙКИ И ЦЕСАРКИ|01.01.2017||
01|06|ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ|01.01.2002|31.12.2006|
01|06|ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ|01.01.2007|31.12.2009|
01|06|ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ|01.01.2010|31.12.2011|
01|06|ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ:|01.01.2012|22.08.2012|
01|06|ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ|23.08.2012|31.12.2016|
01|06|ЖИВЫЕ ЖИВОТНЫЕ ПРОЧИЕ|01.01.2017||
02|01|МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ|01.01.2002|31.12.2006|
02|01|МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ|01.01.2007|31.12.2009|
02|01|МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ|01.01.2010|31.12.2011|
02|01|МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ:|01.01.2012|22.08.2012|
02|01|МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ|23.08.2012|31.12.2016|
02|01|МЯСО КРУПНОГО РОГАТОГО СКОТА, СВЕЖЕЕ ИЛИ ОХЛАЖДЕННОЕ|01.01.2017||
02|02|МЯСО КРУПНОГО РОГАТОГО СКОТА, МОРОЖЕНОЕ|01.01.2002|31.12.2006|
02|02|МЯСО КРУПНОГО РОГАТОГО СКОТА, ЗАМОРОЖЕННОЕ|01.01.2007|31.12.2009|
02|02|МЯСО КРУПНОГО РОГАТОГО СКОТА, ЗАМОРОЖЕННОЕ|01.01.2010|31.12.2011|
02|02|МЯСО КРУПНОГО РОГАТОГО СКОТА, ЗАМОРОЖЕННОЕ:|01.01.2012|22.08.2012|
02|02|МЯСО КРУПНОГО РОГАТОГО СКОТА, ЗАМОРОЖЕННОЕ|23.08.2012|31.12.2016|
02|02|МЯСО КРУПНОГО РОГАТОГО СКОТА, ЗАМОРОЖЕННОЕ|01.01.2017||
02|03|СВИНИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ МОРОЖЕНАЯ|01.01.2002|31.12.2006|
02|03|СВИНИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|01.01.2007|31.12.2009|
02|03|СВИНИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|01.01.2010|31.12.2011|
02|03|СВИНИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ:|01.01.2012|22.08.2012|
02|03|СВИНИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|23.08.2012|31.12.2016|
02|03|СВИНИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|01.01.2017||
02|04|БАРАНИНА ИЛИ КОЗЛЯТИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ МОРОЖЕНАЯ|01.01.2002|31.12.2006|
02|04|БАРАНИНА ИЛИ КОЗЛЯТИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|01.01.2007|31.12.2009|
02|04|БАРАНИНА ИЛИ КОЗЛЯТИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|01.01.2010|31.12.2011|
02|04|БАРАНИНА ИЛИ КОЗЛЯТИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ:|01.01.2012|22.08.2012|
02|04|БАРАНИНА ИЛИ КОЗЛЯТИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|23.08.2012|31.12.2016|
02|04|БАРАНИНА ИЛИ КОЗЛЯТИНА СВЕЖАЯ, ОХЛАЖДЕННАЯ ИЛИ ЗАМОРОЖЕННАЯ|01.01.2017||
02|06|ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, СВИНЕЙ, ОВЕЦ, КОЗ, ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ|01.01.2002|31.12.2006|
02|06|ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, СВИНЕЙ, ОВЕЦ, КОЗ, ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|01.01.2007|31.12.2009|
02|06|ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, СВИНЕЙ, ОВЕЦ, КОЗ, ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|01.01.2010|31.12.2011|
02|06|ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, СВИНЕЙ, ОВЕЦ, КОЗ, ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ:|01.01.2012|22.08.2012|
02|06|ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, СВИНЕЙ, ОВЕЦ, КОЗ, ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|23.08.2012|31.12.2016|
02|06|ПИЩЕВЫЕ СУБПРОДУКТЫ КРУПНОГО РОГАТОГО СКОТА, СВИНЕЙ, ОВЕЦ, КОЗ, ЛОШАДЕЙ, ОСЛОВ, МУЛОВ ИЛИ ЛОШАКОВ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|01.01.2017||
02|07|МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ДОМАШНЕЙ ПТИЦЫ, УКАЗАННОЙ В ТОВАРНОЙ ПОЗИЦИИ 0105, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ|01.01.2002|31.12.2006|
02|07|МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ДОМАШНЕЙ ПТИЦЫ, УКАЗАННОЙ В ТОВАРНОЙ ПОЗИЦИИ 0105, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|01.01.2007|31.12.2009|
02|07|МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ДОМАШНЕЙ ПТИЦЫ, УКАЗАННОЙ В ТОВАРНОЙ ПОЗИЦИИ 0105, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|01.01.2010|31.12.2011|
02|07|МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ДОМАШНЕЙ ПТИЦЫ, УКАЗАННОЙ В ТОВАРНОЙ ПОЗИЦИИ 0105, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ:|01.01.2012|22.08.2012|
02|07|МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ДОМАШНЕЙ ПТИЦЫ, УКАЗАННОЙ В ТОВАРНОЙ ПОЗИЦИИ 0105, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|23.08.2012|31.12.2016|
02|07|МЯСО И ПИЩЕВЫЕ СУБПРОДУКТЫ ДОМАШНЕЙ ПТИЦЫ, УКАЗАННОЙ В ТОВАРНОЙ ПОЗИЦИИ 0105, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|01.01.2017||
02|08|ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ|01.01.2002|31.12.2006|
02|08|ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|01.01.2007|31.12.2009|
02|08|ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|01.01.2010|31.12.2011|
02|08|ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ:|01.01.2012|22.08.2012|
02|08|ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|23.08.2012|31.12.2016|
02|08|ПРОЧИЕ МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ ЗАМОРОЖЕННЫЕ|01.01.2017||
02|09|СВИНОЙ ЖИР, ОТДЕЛЕННЫЙ ОТ ТОЩЕГО МЯСА, И ЖИР ДОМАШНЕЙ ПТИЦЫ, НЕ ВЫТОПЛЕННЫЕ ИЛИ НЕ ИЗВЛЕЧЕННЫЕ ДРУГИМ СПОСОБОМ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ, ЗАМОРОЖЕННЫЕ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ:|01.01.2012|22.08.2012|
02|09|СВИНОЙ ЖИР, ОТДЕЛЕННЫЙ ОТ ТОЩЕГО МЯСА, И ЖИР ДОМАШНЕЙ ПТИЦЫ, НЕ ВЫТОПЛЕННЫЕ ИЛИ НЕ ИЗВЛЕЧЕННЫЕ ДРУГИМ СПОСОБОМ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ, ЗАМОРОЖЕННЫЕ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ|23.08.2012|31.12.2016|
02|09|СВИНОЙ ЖИР, ОТДЕЛЕННЫЙ ОТ ТОЩЕГО МЯСА, И ЖИР ДОМАШНЕЙ ПТИЦЫ, НЕ ВЫТОПЛЕННЫЕ ИЛИ НЕ ИЗВЛЕЧЕННЫЕ ДРУГИМ СПОСОБОМ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ, ЗАМОРОЖЕННЫЕ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ|01.01.2017||
02|10|МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ; ПИЩЕВАЯ МУКА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ|01.01.2002|31.12.2006|
02|10|МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ; ПИЩЕВАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ|01.01.2007|31.12.2009|
02|10|МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ; ПИЩЕВАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ|01.01.2010|31.12.2011|
02|10|МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ; ПИЩЕВАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ:|01.01.2012|22.08.2012|
02|10|МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ; ПИЩЕВАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ|23.08.2012|31.12.2016|
02|10|МЯСО И ПИЩЕВЫЕ МЯСНЫЕ СУБПРОДУКТЫ, СОЛЕНЫЕ, В РАССОЛЕ, СУШЕНЫЕ ИЛИ КОПЧЕНЫЕ; ПИЩЕВАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА ИЗ МЯСА ИЛИ МЯСНЫХ СУБПРОДУКТОВ|01.01.2017||
03|01|ЖИВАЯ РЫБА|01.01.2002|31.12.2006|
03|01|ЖИВАЯ РЫБА|01.01.2007|31.12.2009|
03|01|ЖИВАЯ РЫБА|01.01.2010|31.12.2011|
03|01|ЖИВАЯ РЫБА:|01.01.2012|22.08.2012|
03|01|ЖИВАЯ РЫБА|23.08.2012|31.12.2016|
03|01|ЖИВАЯ РЫБА|01.01.2017||
03|02|РЫБА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|01.01.2002|31.12.2006|
03|02|РЫБА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|01.01.2007|31.12.2009|
03|02|РЫБА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|01.01.2010|31.12.2011|
03|02|РЫБА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304:|01.01.2012|22.08.2012|
03|02|РЫБА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|23.08.2012|31.12.2016|
03|02|РЫБА СВЕЖАЯ ИЛИ ОХЛАЖДЕННАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|01.01.2017||
03|03|РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|01.01.2002|31.12.2006|
03|03|РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|01.01.2007|31.12.2009|
03|03|РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|01.01.2010|31.12.2011|
03|03|РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304:|01.01.2012|22.08.2012|
03|03|РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|23.08.2012|31.12.2016|
03|03|РЫБА МОРОЖЕНАЯ, ЗА ИСКЛЮЧЕНИЕМ РЫБНОГО ФИЛЕ И ПРОЧЕГО МЯСА РЫБЫ ТОВАРНОЙ ПОЗИЦИИ 0304|01.01.2017||
03|04|ФИЛЕ РЫБНОЕ И ПРОЧЕЕ МЯСО РЫБЫ (ВКЛЮЧАЯ ФАРШ), СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ|01.01.2002|31.12.2006|
03|04|ФИЛЕ РЫБНОЕ И ПРОЧЕЕ МЯСО РЫБЫ (ВКЛЮЧАЯ ФАРШ), СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ|01.01.2007|31.12.2009|
03|04|ФИЛЕ РЫБНОЕ И ПРОЧЕЕ МЯСО РЫБЫ (ВКЛЮЧАЯ ФАРШ), СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ|01.01.2010|31.12.2011|
03|04|ФИЛЕ РЫБНОЕ И ПРОЧЕЕ МЯСО РЫБЫ (ВКЛЮЧАЯ ФАРШ), СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ:|01.01.2012|22.08.2012|
03|04|ФИЛЕ РЫБНОЕ И ПРОЧЕЕ МЯСО РЫБЫ (ВКЛЮЧАЯ ФАРШ), СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ|23.08.2012|31.12.2016|
03|04|ФИЛЕ РЫБНОЕ И ПРОЧЕЕ МЯСО РЫБЫ (ВКЛЮЧАЯ ФАРШ), СВЕЖИЕ, ОХЛАЖДЕННЫЕ ИЛИ МОРОЖЕНЫЕ|01.01.2017||
03|05|РЫБА СУШЕНАЯ, СОЛЕНАЯ ИЛИ В РАССОЛЕ; РЫБА ГОРЯЧЕГО ИЛИ ХОЛОДНОГО КОПЧЕНИЯ; РЫБНАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА И ГРАНУЛЫ, ПРИГОДНЫЕ ДЛЯ УПОТРЕБЛЕНИЯ В ПИЩУ|01.01.2002|31.12.2006|
03|05|РЫБА СУШЕНАЯ, СОЛЕНАЯ ИЛИ В РАССОЛЕ; РЫБА ГОРЯЧЕГО ИЛИ ХОЛОДНОГО КОПЧЕНИЯ; РЫБНАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА И ГРАНУЛЫ ИЗ РЫБЫ, ПРИГОДНЫЕ ДЛЯ УПОТРЕБЛЕНИЯ В ПИЩУ|01.01.2007|31.12.2009|
03|05|РЫБА СУШЕНАЯ, СОЛЕНАЯ ИЛИ В РАССОЛЕ; РЫБА ГОРЯЧЕГО ИЛИ ХОЛОДНОГО КОПЧЕНИЯ; РЫБНАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА И ГРАНУЛЫ ИЗ РЫБЫ, ПРИГОДНЫЕ ДЛЯ УПОТРЕБЛЕНИЯ В ПИЩУ|01.01.2010|31.12.2011|
03|05|РЫБА СУШЕНАЯ, СОЛЕНАЯ ИЛИ В РАССОЛЕ; РЫБА КОПЧЕНАЯ, НЕ ПОДВЕРГНУТАЯ ИЛИ ПОДВЕРГНУТАЯ ТЕПЛОВОЙ ОБРАБОТКЕ ДО ИЛИ В ПРОЦЕССЕ КОПЧЕНИЯ; РЫБНАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА И ГРАНУЛЫ ИЗ РЫБЫ, ПРИГОДНЫЕ ДЛЯ УПОТРЕБЛЕНИЯ В ПИЩУ:|01.01.2012|22.08.2012|
03|05|РЫБА СУШЕНАЯ, СОЛЕНАЯ ИЛИ В РАССОЛЕ; РЫБА КОПЧЕНАЯ, НЕ ПОДВЕРГНУТАЯ ИЛИ ПОДВЕРГНУТАЯ ТЕПЛОВОЙ ОБРАБОТКЕ ДО ИЛИ В ПРОЦЕССЕ КОПЧЕНИЯ; РЫБНАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА И ГРАНУЛЫ ИЗ РЫБЫ, ПРИГОДНЫЕ ДЛЯ УПОТРЕБЛЕНИЯ В ПИЩУ|23.08.2012|31.12.2016|
03|05|РЫБА СУШЕНАЯ, СОЛЕНАЯ ИЛИ В РАССОЛЕ; РЫБА КОПЧЕНАЯ, НЕ ПОДВЕРГНУТАЯ ИЛИ ПОДВЕРГНУТАЯ ТЕПЛОВОЙ ОБРАБОТКЕ ДО ИЛИ В ПРОЦЕССЕ КОПЧЕНИЯ; РЫБНАЯ МУКА ТОНКОГО И ГРУБОГО ПОМОЛА И ГРАНУЛЫ ИЗ РЫБЫ, ПРИГОДНЫЕ ДЛЯ УПОТРЕБЛЕНИЯ В ПИЩУ|01.01.2017||
03|06|РАКООБРАЗНЫЕ, В ПАНЦИРЕ ИЛИ БЕЗ ПАНЦИРЯ, ЖИВЫЕ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ, МОРОЖЕНЫЕ, СУШЕНЫЕ, СОЛЕНЫЕ ИЛИ В РАССОЛЕ; РАКООБРАЗНЫЕ В ПАНЦИРЕ, СВАРЕННЫЕ НА ПАРУ ИЛИ В КИПЯЩЕЙ ВОДЕ, ОХЛАЖДЕННЫЕ ИЛИ НЕОХЛАЖДЕННЫЕ, МОРОЖЕНЫЕ, СУШЕНЫЕ, СОЛЕНЫЕ ИЛИ В РАССОЛЕ; МУКА ТОНКОГО И ГРУБОГО ПОМОЛА И ГРАНУЛЫ ИЗ РАКООБРАЗНЫХ, ПРИГОДНЫЕ ДЛЯ УПОТРЕБЛЕНИЯ В ПИЩУ|01.01.2002|31.12.2006|
03|06|РАКООБРАЗНЫЕ, В ПАНЦИРЕ ИЛИ БЕЗ ПАНЦИРЯ, ЖИВЫЕ, СВЕЖИЕ, ОХЛАЖДЕННЫЕ, МОРОЖЕНЫЕ, СУШЕНЫЕ, СОЛЕНЫЕ ИЛИ В РАССОЛЕ; РАКООБРАЗНЫЕ В ПАНЦИРЕ, СВАРЕННЫЕ НА ПАРУ ИЛИ В КИПЯЩЕЙ ВОДЕ, ОХЛАЖДЕННЫЕ ИЛИ НЕОХЛАЖДЕННЫЕ, МОРОЖЕНЫЕ, СУШЕНЫЕ, СОЛЕНЫЕ ИЛИ В РАССОЛЕ; МУКА ТОНКОГО И ГРУБОГО ПОМОЛА И ГРАНУЛЫ ИЗ РАКООБРАЗНЫХ, ПРИГОДНЫЕ ДЛЯ УПОТРЕБЛЕНИЯ В ПИЩУ|01.01.2007|31.12.2009|
